timestamp,accumulated_power,heart_rate,137,138,enhanced_speed,power,90,cadence,distance
2023-10-08 12:32:17+00:00,8443,137.0,100.0,100.0,4.003,413.0,,86.0,77.13
2023-10-08 12:32:18+00:00,8852,138.0,100.0,100.0,3.975,409.0,,86.0,80.92
2023-10-08 12:32:19+00:00,9250,138.0,100.0,100.0,3.9,398.0,,86.0,84.5
2023-10-08 12:32:20+00:00,9643,138.0,100.0,100.0,3.863,393.0,,86.0,88.45
2023-10-08 12:32:21+00:00,10033,139.0,100.0,100.0,3.835,390.0,,86.0,92.3
2023-10-08 12:32:22+00:00,10424,139.0,100.0,100.0,3.835,391.0,,86.0,95.7
2023-10-08 12:32:23+00:00,10817,139.0,100.0,100.0,3.835,393.0,,86.0,99.27
2023-10-08 12:32:24+00:00,11218,138.0,100.0,100.0,3.826,401.0,,86.0,103.0
2023-10-08 12:32:25+00:00,11630,138.0,100.0,100.0,3.826,412.0,,86.0,106.52
2023-10-08 12:32:26+00:00,12041,138.0,100.0,100.0,3.826,411.0,,86.0,110.53
2023-10-08 12:32:27+00:00,12450,139.0,100.0,100.0,3.826,409.0,,86.0,113.89
2023-10-08 12:32:28+00:00,12848,139.0,100.0,100.0,3.816,398.0,,86.0,117.44
2023-10-08 12:32:29+00:00,13239,138.0,100.0,100.0,3.798,391.0,,86.0,121.25
2023-10-08 12:32:30+00:00,13631,138.0,100.0,100.0,3.788,392.0,,86.0,125.42
2023-10-08 12:32:31+00:00,14026,138.0,100.0,100.0,3.779,395.0,,86.0,129.3
2023-10-08 12:32:32+00:00,14430,138.0,100.0,100.0,3.816,404.0,,86.0,132.88
2023-10-08 12:32:33+00:00,14839,138.0,100.0,100.0,3.816,409.0,,87.0,135.97
2023-10-08 12:32:34+00:00,15251,138.0,100.0,100.0,3.807,412.0,,87.0,139.02
2023-10-08 12:32:35+00:00,15656,138.0,100.0,100.0,3.77,405.0,,87.0,142.5
2023-10-08 12:32:36+00:00,16055,138.0,100.0,100.0,3.63,399.0,,86.0,146.4
2023-10-08 12:32:37+00:00,16454,138.0,100.0,100.0,3.63,399.0,,86.0,150.07
2023-10-08 12:32:38+00:00,16851,138.0,100.0,100.0,3.639,397.0,,87.0,153.64
2023-10-08 12:32:39+00:00,17246,138.0,100.0,100.0,3.639,395.0,,87.0,157.47
2023-10-08 12:32:40+00:00,17639,138.0,100.0,100.0,3.639,393.0,,87.0,160.79
2023-10-08 12:32:41+00:00,18026,138.0,100.0,100.0,3.639,387.0,,88.0,163.47
2023-10-08 12:32:42+00:00,18411,138.0,100.0,100.0,3.639,385.0,,87.0,167.22
2023-10-08 12:32:43+00:00,18799,138.0,100.0,100.0,3.62,388.0,,87.0,170.64
2023-10-08 12:32:44+00:00,19193,138.0,100.0,100.0,3.62,394.0,,87.0,173.95
2023-10-08 12:32:45+00:00,19585,139.0,100.0,100.0,3.62,392.0,,87.0,177.63
2023-10-08 12:32:46+00:00,19965,139.0,100.0,100.0,3.611,380.0,,88.0,181.33
2023-10-08 12:32:47+00:00,20354,139.0,100.0,100.0,3.611,389.0,,88.0,185.07
2023-10-08 12:32:48+00:00,20745,139.0,100.0,100.0,3.611,391.0,,88.0,188.83
2023-10-08 12:32:49+00:00,21132,139.0,100.0,100.0,3.611,387.0,,88.0,192.79
2023-10-08 12:32:50+00:00,21515,139.0,100.0,100.0,3.611,383.0,,88.0,196.8
2023-10-08 12:32:51+00:00,21895,140.0,100.0,100.0,3.62,380.0,,88.0,200.59
2023-10-08 12:32:52+00:00,22270,140.0,100.0,100.0,3.62,375.0,,88.0,204.37
2023-10-08 12:32:53+00:00,22639,140.0,99.0,99.0,3.63,369.0,,88.0,208.15
2023-10-08 12:32:54+00:00,23012,140.0,99.0,99.0,3.639,373.0,,88.0,212.39
2023-10-08 12:32:55+00:00,23384,141.0,99.0,99.0,3.639,372.0,,88.0,216.23
2023-10-08 12:32:56+00:00,23757,141.0,99.0,99.0,3.648,373.0,,88.0,220.43
2023-10-08 12:32:57+00:00,24132,141.0,99.0,99.0,3.658,375.0,,88.0,224.66
2023-10-08 12:32:58+00:00,24512,141.0,99.0,99.0,3.667,380.0,,88.0,228.51
2023-10-08 12:32:59+00:00,24896,141.0,99.0,99.0,3.676,384.0,,88.0,232.78
2023-10-08 12:33:00+00:00,25286,141.0,99.0,99.0,3.686,390.0,,88.0,236.2
2023-10-08 12:33:01+00:00,25671,141.0,99.0,99.0,3.686,385.0,,88.0,239.15
2023-10-08 12:33:02+00:00,26046,141.0,99.0,99.0,3.686,375.0,,87.0,243.09
2023-10-08 12:33:03+00:00,26413,142.0,99.0,99.0,3.686,367.0,,87.0,247.54
2023-10-08 12:33:04+00:00,26773,142.0,99.0,99.0,3.686,360.0,,87.0,252.47
2023-10-08 12:33:05+00:00,27131,142.0,99.0,99.0,3.695,358.0,,87.0,256.19
2023-10-08 12:33:06+00:00,27489,142.0,99.0,99.0,3.714,358.0,,87.0,260.12
2023-10-08 12:33:07+00:00,27849,142.0,99.0,99.0,3.714,360.0,,87.0,263.89
2023-10-08 12:33:08+00:00,28216,142.0,99.0,99.0,3.714,367.0,,87.0,268.3
2023-10-08 12:33:09+00:00,28584,142.0,99.0,99.0,3.714,368.0,,87.0,272.21
2023-10-08 12:33:10+00:00,28945,142.0,99.0,99.0,3.723,361.0,,87.0,276.2
2023-10-08 12:33:11+00:00,29300,143.0,99.0,99.0,3.732,355.0,,87.0,280.51
2023-10-08 12:33:12+00:00,29651,143.0,99.0,99.0,3.732,351.0,,87.0,284.24
2023-10-08 12:33:13+00:00,30000,143.0,99.0,99.0,3.742,349.0,,88.0,288.22
2023-10-08 12:33:14+00:00,30351,143.0,99.0,99.0,3.742,351.0,,87.0,292.32
2023-10-08 12:33:15+00:00,30702,143.0,99.0,99.0,3.751,351.0,,87.0,296.71
2023-10-08 12:33:16+00:00,31048,144.0,99.0,99.0,3.751,346.0,,87.0,300.22
2023-10-08 12:33:17+00:00,31393,144.0,99.0,99.0,3.76,345.0,,88.0,304.02
2023-10-08 12:33:18+00:00,31742,144.0,99.0,99.0,3.76,349.0,,87.0,307.89
2023-10-08 12:33:19+00:00,32094,144.0,99.0,99.0,3.76,352.0,,87.0,312.07
2023-10-08 12:33:20+00:00,32444,144.0,99.0,99.0,3.76,350.0,,87.0,315.99
2023-10-08 12:33:21+00:00,32797,144.0,99.0,99.0,3.77,353.0,,87.0,320.0
2023-10-08 12:33:22+00:00,33147,144.0,99.0,99.0,3.77,350.0,,88.0,324.15
2023-10-08 12:33:23+00:00,33496,144.0,99.0,99.0,3.779,349.0,,88.0,328.7
2023-10-08 12:33:24+00:00,33844,144.0,99.0,99.0,3.779,348.0,,88.0,332.51
2023-10-08 12:33:25+00:00,34191,144.0,99.0,99.0,3.788,347.0,,87.0,336.7
2023-10-08 12:33:26+00:00,34539,144.0,99.0,99.0,3.788,348.0,,87.0,340.5
2023-10-08 12:33:27+00:00,34886,144.0,99.0,99.0,3.798,347.0,,87.0,344.56
2023-10-08 12:33:28+00:00,35233,144.0,99.0,99.0,3.798,347.0,,87.0,348.14
2023-10-08 12:33:29+00:00,35578,144.0,99.0,99.0,3.807,345.0,,87.0,351.77
2023-10-08 12:33:30+00:00,35927,144.0,99.0,99.0,3.807,349.0,,87.0,355.86
2023-10-08 12:33:31+00:00,36277,144.0,99.0,99.0,3.807,350.0,,87.0,359.59
2023-10-08 12:33:32+00:00,36627,144.0,99.0,99.0,3.807,350.0,,87.0,364.36
2023-10-08 12:33:33+00:00,36976,143.0,99.0,99.0,3.807,349.0,,87.0,369.06
2023-10-08 12:33:34+00:00,37324,143.0,99.0,99.0,3.816,348.0,,87.0,373.95
2023-10-08 12:33:35+00:00,37672,143.0,99.0,99.0,3.826,348.0,,87.0,377.58
2023-10-08 12:33:36+00:00,38022,143.0,99.0,99.0,3.835,350.0,,87.0,382.1
2023-10-08 12:33:37+00:00,38375,143.0,99.0,99.0,3.844,353.0,,88.0,385.7
2023-10-08 12:33:38+00:00,38725,143.0,99.0,99.0,3.844,350.0,,88.0,389.72
2023-10-08 12:33:39+00:00,39070,143.0,99.0,99.0,3.854,345.0,,88.0,393.63
2023-10-08 12:33:40+00:00,39417,143.0,99.0,99.0,3.854,347.0,,88.0,397.17
2023-10-08 12:33:41+00:00,39763,143.0,99.0,99.0,3.854,346.0,,88.0,401.15
2023-10-08 12:33:42+00:00,40106,143.0,99.0,99.0,3.854,343.0,,88.0,404.84
2023-10-08 12:33:43+00:00,40453,143.0,99.0,99.0,3.863,347.0,,88.0,408.72
2023-10-08 12:33:44+00:00,40802,143.0,99.0,99.0,3.863,349.0,,88.0,412.73
2023-10-08 12:33:45+00:00,41156,143.0,99.0,99.0,3.863,354.0,,88.0,416.81
2023-10-08 12:33:46+00:00,41514,143.0,99.0,99.0,3.863,358.0,,88.0,421.0
2023-10-08 12:33:47+00:00,41875,143.0,99.0,99.0,3.863,361.0,,88.0,425.21
2023-10-08 12:33:48+00:00,42256,143.0,99.0,99.0,3.872,381.0,,88.0,429.27
2023-10-08 12:33:49+00:00,42626,144.0,99.0,99.0,3.872,370.0,,88.0,433.17
2023-10-08 12:33:50+00:00,42992,144.0,99.0,99.0,3.872,366.0,,88.0,437.28
2023-10-08 12:33:51+00:00,43347,144.0,99.0,99.0,3.872,355.0,,88.0,441.28
2023-10-08 12:33:52+00:00,43699,144.0,99.0,99.0,3.882,352.0,,87.0,445.35
2023-10-08 12:33:53+00:00,44052,144.0,99.0,99.0,3.882,353.0,,87.0,449.51
2023-10-08 12:33:54+00:00,44405,144.0,99.0,99.0,3.882,353.0,,87.0,453.75
2023-10-08 12:33:55+00:00,44756,145.0,99.0,99.0,3.882,351.0,,87.0,458.98
2023-10-08 12:33:56+00:00,45104,145.0,99.0,99.0,3.882,348.0,,87.0,463.38
2023-10-08 12:33:57+00:00,45455,145.0,99.0,99.0,3.891,351.0,,87.0,467.36
2023-10-08 12:33:58+00:00,45808,145.0,99.0,99.0,3.9,353.0,,87.0,471.62
2023-10-08 12:33:59+00:00,46161,145.0,99.0,99.0,3.9,353.0,,87.0,475.83
2023-10-08 12:34:00+00:00,46513,146.0,99.0,99.0,3.91,352.0,,87.0,480.23
2023-10-08 12:34:01+00:00,46864,146.0,99.0,99.0,3.91,351.0,,87.0,484.56
2023-10-08 12:34:02+00:00,47213,146.0,99.0,99.0,3.91,349.0,,87.0,488.75
2023-10-08 12:34:03+00:00,47564,146.0,99.0,99.0,3.919,351.0,,87.0,493.35
2023-10-08 12:34:04+00:00,47909,146.0,99.0,99.0,3.928,345.0,,87.0,497.06
2023-10-08 12:34:05+00:00,48257,146.0,99.0,99.0,3.956,348.0,,87.0,501.55
2023-10-08 12:34:06+00:00,48608,146.0,99.0,99.0,3.966,351.0,,87.0,505.09
2023-10-08 12:34:07+00:00,48960,146.0,99.0,99.0,3.956,352.0,,87.0,508.44
2023-10-08 12:34:08+00:00,49313,146.0,99.0,99.0,3.956,353.0,,87.0,511.22
2023-10-08 12:34:09+00:00,49664,146.0,99.0,99.0,3.938,351.0,,87.0,514.49
2023-10-08 12:34:10+00:00,50016,146.0,99.0,99.0,3.891,352.0,,87.0,518.36
2023-10-08 12:34:11+00:00,50373,146.0,99.0,99.0,3.872,357.0,,88.0,521.52
2023-10-08 12:34:12+00:00,50732,146.0,99.0,99.0,3.863,359.0,,88.0,524.67
2023-10-08 12:34:13+00:00,51089,146.0,99.0,99.0,3.844,357.0,,87.0,527.48
2023-10-08 12:34:14+00:00,51456,146.0,99.0,99.0,3.816,367.0,,88.0,531.54
2023-10-08 12:34:15+00:00,51824,146.0,99.0,99.0,3.807,368.0,,87.0,535.39
2023-10-08 12:34:16+00:00,52191,146.0,99.0,99.0,3.807,367.0,,87.0,539.5
2023-10-08 12:34:17+00:00,52557,146.0,99.0,99.0,3.816,366.0,,88.0,543.45
2023-10-08 12:34:18+00:00,52925,146.0,99.0,99.0,3.844,368.0,,88.0,546.91
2023-10-08 12:34:19+00:00,53060,146.0,99.0,99.0,3.863,135.0,,38.0,551.05
2023-10-08 12:34:20+00:00,53337,146.0,99.0,99.0,3.872,277.0,,51.0,555.21
2023-10-08 12:34:21+00:00,53498,145.0,99.0,99.0,3.919,161.0,,43.0,559.23
2023-10-08 12:34:22+00:00,53652,145.0,99.0,99.0,3.947,154.0,,40.0,563.46
2023-10-08 12:34:23+00:00,54000,145.0,99.0,99.0,3.975,348.0,,89.0,567.5
2023-10-08 12:34:24+00:00,54351,145.0,99.0,99.0,3.984,351.0,,89.0,571.58
2023-10-08 12:34:25+00:00,54704,145.0,99.0,99.0,3.994,353.0,,89.0,576.71
2023-10-08 12:34:26+00:00,55058,145.0,99.0,99.0,3.994,354.0,,89.0,580.95
2023-10-08 12:34:27+00:00,55448,145.0,99.0,99.0,4.068,390.0,,88.0,584.87
2023-10-08 12:34:28+00:00,55843,145.0,99.0,99.0,4.068,395.0,,87.0,587.82
2023-10-08 12:34:29+00:00,56238,145.0,99.0,99.0,4.068,395.0,,87.0,590.67
2023-10-08 12:34:30+00:00,56619,146.0,99.0,99.0,3.966,381.0,,87.0,592.91
2023-10-08 12:34:31+00:00,56990,146.0,99.0,99.0,3.891,371.0,,87.0,598.26
2023-10-08 12:34:32+00:00,57355,146.0,99.0,99.0,3.891,365.0,,88.0,602.25
2023-10-08 12:34:33+00:00,57715,146.0,98.0,98.0,3.9,360.0,,88.0,606.45
2023-10-08 12:34:34+00:00,58069,146.0,98.0,98.0,3.9,354.0,,88.0,611.2
2023-10-08 12:34:35+00:00,58424,146.0,98.0,98.0,3.91,355.0,,88.0,615.28
2023-10-08 12:34:36+00:00,58789,146.0,98.0,98.0,3.956,365.0,,88.0,619.19
2023-10-08 12:34:37+00:00,59155,145.0,98.0,98.0,3.956,366.0,,88.0,623.0
2023-10-08 12:34:38+00:00,59523,145.0,98.0,98.0,3.956,368.0,,88.0,626.83
2023-10-08 12:34:39+00:00,59892,145.0,98.0,98.0,3.956,369.0,,88.0,630.71
2023-10-08 12:34:40+00:00,60260,145.0,98.0,98.0,3.956,368.0,,88.0,634.77
2023-10-08 12:34:41+00:00,60633,145.0,98.0,98.0,3.966,373.0,,88.0,638.83
2023-10-08 12:34:42+00:00,61008,145.0,98.0,98.0,3.984,375.0,,88.0,642.77
2023-10-08 12:34:43+00:00,61381,145.0,98.0,98.0,3.984,373.0,,88.0,647.18
2023-10-08 12:34:44+00:00,61759,145.0,98.0,98.0,3.984,378.0,,88.0,651.46
2023-10-08 12:34:45+00:00,62136,145.0,98.0,98.0,3.994,377.0,,88.0,655.28
2023-10-08 12:34:46+00:00,62512,145.0,98.0,98.0,3.994,376.0,,88.0,659.27
2023-10-08 12:34:47+00:00,62888,145.0,98.0,98.0,4.003,376.0,,90.0,663.42
2023-10-08 12:34:48+00:00,63262,145.0,98.0,98.0,4.003,374.0,,90.0,667.9
2023-10-08 12:34:49+00:00,63646,145.0,98.0,98.0,4.012,384.0,,89.0,672.33
2023-10-08 12:34:50+00:00,64028,145.0,98.0,98.0,4.022,382.0,,89.0,676.79
2023-10-08 12:34:51+00:00,64409,145.0,98.0,98.0,4.04,381.0,,89.0,681.36
2023-10-08 12:34:52+00:00,64791,145.0,98.0,98.0,4.059,382.0,,88.0,685.63
2023-10-08 12:34:53+00:00,65171,145.0,98.0,98.0,4.059,380.0,,88.0,689.85
2023-10-08 12:34:54+00:00,65551,145.0,98.0,98.0,4.068,380.0,,88.0,693.87
2023-10-08 12:34:55+00:00,65910,145.0,98.0,98.0,4.068,359.0,,88.0,693.87
2023-10-08 12:34:56+00:00,66264,145.0,98.0,98.0,4.068,354.0,,88.0,697.0
2023-10-08 12:34:57+00:00,66610,144.0,98.0,98.0,4.087,346.0,,88.0,697.0
2023-10-08 12:34:58+00:00,66958,144.0,98.0,98.0,4.096,348.0,,88.0,699.74
2023-10-08 12:34:59+00:00,67313,144.0,98.0,98.0,4.096,355.0,,88.0,701.93
2023-10-08 12:35:00+00:00,67671,144.0,98.0,98.0,4.096,358.0,,88.0,704.01
2023-10-08 12:35:01+00:00,68013,144.0,98.0,98.0,3.994,342.0,,88.0,706.42
2023-10-08 12:35:02+00:00,68320,144.0,98.0,98.0,3.452,307.0,,88.0,708.81
2023-10-08 12:35:03+00:00,68622,144.0,98.0,98.0,3.331,302.0,,88.0,711.32
2023-10-08 12:35:04+00:00,68921,144.0,98.0,98.0,3.284,299.0,,88.0,714.14
2023-10-08 12:35:05+00:00,69224,144.0,98.0,98.0,3.284,303.0,,88.0,716.63
2023-10-08 12:35:06+00:00,69527,144.0,98.0,98.0,3.294,303.0,,88.0,718.99
2023-10-08 12:35:07+00:00,69829,144.0,98.0,98.0,3.312,302.0,,88.0,720.74
2023-10-08 12:35:08+00:00,70131,144.0,98.0,98.0,3.294,302.0,,88.0,723.06
2023-10-08 12:35:09+00:00,70418,144.0,98.0,98.0,3.172,287.0,,88.0,726.21
2023-10-08 12:35:10+00:00,70699,144.0,98.0,98.0,3.172,281.0,,88.0,730.45
2023-10-08 12:35:11+00:00,70987,144.0,98.0,98.0,3.21,288.0,,88.0,734.23
2023-10-08 12:35:12+00:00,71308,144.0,98.0,98.0,3.462,321.0,,88.0,737.88
2023-10-08 12:35:13+00:00,71667,144.0,98.0,98.0,3.704,359.0,,88.0,741.65
2023-10-08 12:35:14+00:00,72035,144.0,98.0,98.0,3.779,368.0,,88.0,745.25
2023-10-08 12:35:15+00:00,72410,144.0,98.0,98.0,3.779,375.0,,88.0,749.02
2023-10-08 12:35:16+00:00,72755,144.0,98.0,98.0,3.63,345.0,,89.0,752.27
2023-10-08 12:35:17+00:00,73089,144.0,98.0,98.0,3.63,334.0,,89.0,755.56
2023-10-08 12:35:18+00:00,73413,145.0,98.0,98.0,3.555,324.0,,89.0,758.42
2023-10-08 12:35:19+00:00,73734,145.0,98.0,98.0,3.527,321.0,,89.0,761.46
2023-10-08 12:35:20+00:00,74054,145.0,98.0,98.0,3.527,320.0,,89.0,764.82
2023-10-08 12:35:21+00:00,74367,145.0,98.0,98.0,3.555,313.0,,89.0,764.82
2023-10-08 12:35:22+00:00,74689,145.0,98.0,98.0,3.62,322.0,,89.0,768.82
2023-10-08 12:35:23+00:00,75026,145.0,98.0,98.0,3.77,337.0,,89.0,774.87
2023-10-08 12:35:24+00:00,75364,145.0,98.0,98.0,3.807,338.0,,89.0,787.27
2023-10-08 12:35:25+00:00,75719,145.0,98.0,98.0,3.928,355.0,,89.0,793.23
2023-10-08 12:35:26+00:00,76077,145.0,98.0,98.0,3.938,358.0,,89.0,798.8
2023-10-08 12:35:27+00:00,76538,145.0,98.0,98.0,5.001,461.0,,89.0,802.31
2023-10-08 12:35:28+00:00,77007,146.0,98.0,98.0,5.001,469.0,,88.0,808.57
2023-10-08 12:35:29+00:00,77478,146.0,98.0,98.0,4.889,471.0,,88.0,813.59
2023-10-08 12:35:30+00:00,77954,146.0,98.0,98.0,4.889,476.0,,90.0,817.77
2023-10-08 12:35:31+00:00,78403,146.0,98.0,98.0,4.936,449.0,,90.0,822.76
2023-10-08 12:35:32+00:00,78885,146.0,98.0,98.0,5.169,482.0,,90.0,826.44
2023-10-08 12:35:33+00:00,79344,146.0,98.0,98.0,4.936,459.0,,90.0,831.31
2023-10-08 12:35:34+00:00,79820,146.0,98.0,98.0,4.992,476.0,,88.0,836.03
2023-10-08 12:35:35+00:00,80291,146.0,98.0,98.0,4.936,471.0,,88.0,840.94
2023-10-08 12:35:36+00:00,80765,146.0,98.0,98.0,4.945,474.0,,88.0,845.66
2023-10-08 12:35:37+00:00,81246,146.0,98.0,98.0,4.936,481.0,,88.0,850.07
2023-10-08 12:35:38+00:00,81728,146.0,98.0,98.0,4.871,482.0,,88.0,854.47
2023-10-08 12:35:39+00:00,82204,146.0,98.0,98.0,4.759,476.0,,87.0,858.47
2023-10-08 12:35:40+00:00,82674,146.0,98.0,98.0,4.721,470.0,,87.0,863.23
2023-10-08 12:35:41+00:00,83140,146.0,98.0,98.0,4.684,466.0,,87.0,867.7
2023-10-08 12:35:42+00:00,83593,146.0,98.0,98.0,4.665,453.0,,87.0,872.7
2023-10-08 12:35:43+00:00,84043,146.0,98.0,98.0,4.675,450.0,,87.0,877.82
2023-10-08 12:35:44+00:00,84488,146.0,98.0,98.0,4.693,445.0,,88.0,883.28
2023-10-08 12:35:45+00:00,84939,146.0,98.0,98.0,4.721,451.0,,88.0,889.29
2023-10-08 12:35:46+00:00,85395,147.0,98.0,98.0,4.749,456.0,,89.0,895.43
2023-10-08 12:35:47+00:00,85863,147.0,98.0,98.0,4.824,468.0,,89.0,900.88
2023-10-08 12:35:48+00:00,86348,147.0,98.0,98.0,4.899,485.0,,89.0,905.2
2023-10-08 12:35:49+00:00,86839,147.0,98.0,98.0,4.936,491.0,,89.0,910.05
2023-10-08 12:35:50+00:00,87335,147.0,98.0,98.0,4.945,496.0,,89.0,913.66
2023-10-08 12:35:51+00:00,87837,147.0,98.0,98.0,4.945,502.0,,88.0,918.61
2023-10-08 12:35:52+00:00,88340,147.0,98.0,98.0,4.955,503.0,,88.0,923.15
2023-10-08 12:35:53+00:00,88836,148.0,98.0,98.0,4.955,496.0,,88.0,927.59
2023-10-08 12:35:54+00:00,89322,148.0,98.0,98.0,4.964,486.0,,88.0,931.75
2023-10-08 12:35:55+00:00,89804,148.0,98.0,98.0,4.964,482.0,,88.0,936.62
2023-10-08 12:35:56+00:00,90276,148.0,98.0,98.0,4.964,472.0,,88.0,941.94
2023-10-08 12:35:57+00:00,90738,148.0,98.0,98.0,4.973,462.0,,88.0,946.33
2023-10-08 12:35:58+00:00,91192,148.0,98.0,98.0,4.973,454.0,,88.0,950.43
2023-10-08 12:35:59+00:00,91645,148.0,97.0,97.0,4.973,453.0,,88.0,954.03
2023-10-08 12:36:00+00:00,92091,148.0,97.0,97.0,4.936,446.0,,88.0,957.97
2023-10-08 12:36:01+00:00,92535,148.0,97.0,97.0,4.908,444.0,,88.0,961.8
2023-10-08 12:36:02+00:00,92975,148.0,97.0,97.0,4.889,440.0,,88.0,966.83
2023-10-08 12:36:03+00:00,93415,148.0,97.0,97.0,4.889,440.0,,88.0,970.88
2023-10-08 12:36:04+00:00,93854,148.0,97.0,97.0,4.889,439.0,,88.0,975.77
2023-10-08 12:36:05+00:00,94296,148.0,97.0,97.0,4.889,442.0,,88.0,979.19
2023-10-08 12:36:06+00:00,94733,148.0,97.0,97.0,4.861,437.0,,88.0,983.17
2023-10-08 12:36:07+00:00,95159,148.0,97.0,97.0,4.749,426.0,,88.0,986.53
2023-10-08 12:36:08+00:00,95574,148.0,97.0,97.0,4.703,415.0,,88.0,990.27
2023-10-08 12:36:09+00:00,95988,148.0,97.0,97.0,4.637,414.0,,88.0,994.6
2023-10-08 12:36:10+00:00,96397,148.0,97.0,97.0,4.591,409.0,,88.0,998.78
2023-10-08 12:36:11+00:00,96811,148.0,97.0,97.0,4.591,414.0,,88.0,1003.32
2023-10-08 12:36:12+00:00,97228,148.0,97.0,97.0,4.619,417.0,,88.0,1007.52
2023-10-08 12:36:13+00:00,97647,148.0,97.0,97.0,4.656,419.0,,88.0,1011.82
2023-10-08 12:36:14+00:00,98067,148.0,97.0,97.0,4.656,420.0,,89.0,1015.67
2023-10-08 12:36:15+00:00,98487,148.0,97.0,97.0,4.619,420.0,,88.0,1019.63
2023-10-08 12:36:16+00:00,98901,148.0,97.0,97.0,4.563,414.0,,88.0,1025.11
2023-10-08 12:36:17+00:00,99317,147.0,97.0,97.0,4.563,416.0,,88.0,1030.7
2023-10-08 12:36:18+00:00,99740,147.0,97.0,97.0,4.619,423.0,,88.0,1035.56
2023-10-08 12:36:19+00:00,100182,147.0,97.0,97.0,4.703,442.0,,87.0,1040.56
2023-10-08 12:36:20+00:00,100628,147.0,97.0,97.0,4.731,446.0,,87.0,1045.95
2023-10-08 12:36:21+00:00,101071,147.0,97.0,97.0,4.749,443.0,,87.0,1049.17
2023-10-08 12:36:22+00:00,101503,147.0,97.0,97.0,4.749,432.0,,87.0,1053.24
2023-10-08 12:36:23+00:00,101916,147.0,97.0,97.0,4.693,413.0,,87.0,1056.67
2023-10-08 12:36:24+00:00,102322,147.0,97.0,97.0,4.665,406.0,,87.0,1060.76
2023-10-08 12:36:25+00:00,102715,147.0,97.0,97.0,4.628,393.0,,87.0,1064.07
2023-10-08 12:36:26+00:00,102932,147.0,97.0,97.0,4.619,217.0,,36.0,1067.7
2023-10-08 12:36:27+00:00,103053,147.0,97.0,97.0,4.572,121.0,,21.0,1071.15
2023-10-08 12:36:28+00:00,103380,147.0,97.0,97.0,4.544,327.0,,58.0,1075.26
2023-10-08 12:36:29+00:00,103766,147.0,97.0,97.0,4.507,386.0,,71.0,1078.74
2023-10-08 12:36:30+00:00,104142,147.0,97.0,97.0,4.497,376.0,,71.0,1082.37
2023-10-08 12:36:31+00:00,104485,147.0,97.0,97.0,4.432,343.0,,83.0,1086.44
2023-10-08 12:36:32+00:00,104815,147.0,97.0,97.0,4.367,330.0,,83.0,1090.77
2023-10-08 12:36:33+00:00,105136,147.0,97.0,97.0,4.339,321.0,,86.0,1094.41
2023-10-08 12:36:34+00:00,105454,147.0,97.0,97.0,4.32,318.0,,86.0,1098.02
2023-10-08 12:36:35+00:00,105767,147.0,97.0,97.0,4.255,313.0,,86.0,1102.2
2023-10-08 12:36:36+00:00,105918,147.0,97.0,97.0,4.199,151.0,,38.0,1106.99
2023-10-08 12:36:37+00:00,106190,147.0,97.0,97.0,4.199,272.0,,60.0,1111.51
2023-10-08 12:36:38+00:00,106470,145.0,97.0,97.0,4.236,280.0,,60.0,1117.25
2023-10-08 12:36:39+00:00,106817,145.0,97.0,97.0,4.283,347.0,,83.0,1121.75
2023-10-08 12:36:40+00:00,107188,144.0,97.0,97.0,4.46,371.0,,83.0,1126.35
